A,"Agriculture, Forestry and Fishing",Total income,d_10-19,2011,
A,"Agriculture, Forestry and Fishing",Total expenditure,d_10-19,2011,
A,"Agriculture, Forestry and Fishing",Operating profit before tax,d_10-19,2011,
A,"Agriculture, Forestry and Fishing",Total assets,d_10-19,2011,
A,"Agriculture, Forestry and Fishing",Fixed tangible assets,d_10-19,2011,
A,"Agriculture, Forestry and Fishing",Activity unit,e_20-49,2011,
A,"Agriculture, Forestry and Fishing",Rolling mean employees,e_20-49,2011,
A,"Agriculture, Forestry and Fishing",Salaries and wages paid,e_20-49,2011,
A,"Agriculture, Forestry and Fishing","Sales,e_20-49,2011,
A,"Agriculture, Forestry and Fishing",Total income,e_20-49,2011,
A,"Agriculture, Forestry and Fishing",Total expenditure,e_20-49,2011,
A,"Agriculture, Forestry and Fishing",Operating profit before tax,e_20-49,2011,
A,"Agriculture, Forestry and Fishing",Total assets,e_20-49,2011,
A,"Agriculture, Forestry and Fishing",Fixed tangible assets,e_20-49,2011,
A,"Agriculture, Forestry and Fishing",Activity unit,f_50-99,2011,
A,"Agriculture, Forestry and Fishing",Rolling mean employees,f_50-99,2011,
A,"Agriculture, Forestry and Fishing",Salaries and wages paid,f_50-99,2011,
A,"Agriculture, Forestry and Fishing","Sales,f_50-99,2011,
A,"Agriculture, Forestry and Fishing",Total income,f_50-99,2011,
A,"Agriculture, Forestry and Fishing",Total expenditure,f_50-99,2011,
A,"Agriculture, Forestry and Fishing",Operating profit before tax,f_50-99,2011,
A,"Agriculture, Forestry and Fishing",Total assets,f_50-99,2011,
A,"Agriculture, Forestry and Fishing",Fixed tangible assets,f_50-99,2011,
A,"Agriculture, Forestry and Fishing",Activity unit,g_100-199,2011,
A,"Agriculture, Forestry and Fishing",Rolling mean employees,g_100-199,2011,
A,"Agriculture, Forestry and Fishing",Salaries and wages paid,g_100-199,2011,
A,"Agriculture, Forestry and Fishing","Sales,g_100-199,2011,
A,"Agriculture, Forestry and Fishing",Total income,g_100-199,2011,
A,"Agriculture, Forestry and Fishing",Total expenditure,g_100-199,2011,
A,"Agriculture, Forestry and Fishing",Operating profit before tax,g_100-199,2011,
A,"Agriculture, Forestry and Fishing",Total assets,g_100-199,2011,
A,"Agriculture, Forestry and Fishing",Fixed tangible assets,g_100-199,2011,
A,"Agriculture, Forestry and Fishing",Activity unit,h_200+,2011,
A,"Agriculture, Forestry and Fishing",Rolling mean employees,h_200+,2011,
A,"Agriculture, Forestry and Fishing",Salaries and wages paid,h_200+,2011,
A,"Agriculture, Forestry and Fishing","Sales,h_200+,2011,
A,"Agriculture, Forestry and Fishing",Total income,h_200+,2011,
A,"Agriculture, Forestry and Fishing",Total expenditure,h_200+,2011,
A,"Agriculture, Forestry and Fishing",Operating profit before tax,h_200+,2011,
A,"Agriculture, Forestry and Fishing",Total assets,h_200+,2011,
A,"Agriculture, Forestry and Fishing",Fixed tangible assets,h_200+,2011,
A,"Agriculture, Forestry and Fishing",Activity unit,i_Industry_Total,2011,
A,"Agriculture, Forestry and Fishing",Rolling mean employees,i_Industry_Total,2011,
A,"Agriculture, Forestry and Fishing",Salaries and wages paid,i_Industry_Total,2011,
A,"Agriculture, Forestry and Fishing","Sales,i_Industry_Total,2011,
A,"Agriculture, Forestry and Fishing",Total income,i_Industry_Total,2011,
A,"Agriculture, Forestry and Fishing",Total expenditure,i_Industry_Total,2011,
A,"Agriculture, Forestry and Fishing",Operating profit before tax,i_Industry_Total,2011,
A,"Agriculture, Forestry and Fishing",Total assets,i_Industry_Total,2011,
A,"Agriculture, Forestry and Fishing",Fixed tangible assets,i_Industry_Total,2011,
B,Mining,a_0,333,Activity unit,2011,
B,Mining,a_0,0,Rolling mean employees,2011,
B,Mining,a_0,98,Salaries and wages paid,2011,
B,Mining,a_0, government funding,"Sales,2011,
B,Mining,a_0,2271,Total income,2011,
B,Mining,a_0,1673,Total expenditure,2011,
B,Mining,a_0,636,Operating profit before tax,2011,
B,Mining,a_0,11988,Total assets,2011,
B,Mining,a_0,3579,Fixed tangible assets,2011,
B,Mining,b_1-5,168,Activity unit,2011,
B,Mining,b_1-5,360,Rolling mean employees,2011,
B,Mining,b_1-5,50,Salaries and wages paid,2011,
B,Mining,b_1-5, government funding,"Sales,2011,
B,Mining,b_1-5,462,Total income,2011,
B,Mining,b_1-5,411,Total expenditure,2011,
B,Mining,b_1-5,89,Operating profit before tax,2011,
B,Mining,b_1-5,1213,Total assets,2011,
B,Mining,b_1-5,771,Fixed tangible assets,2011,
B,Mining,c_6-9,21,Activity unit,2011,
B,Mining,c_6-9,174,Rolling mean employees,2011,
B,Mining,c_6-9,12,Salaries and wages paid,2011,
B,Mining,c_6-9, government funding,"Sales,2011,
B,Mining,c_6-9,65,Total income,2011,
B,Mining,c_6-9,68,Total expenditure,2011,
B,Mining,c_6-9,0,Operating profit before tax,2011,
B,Mining,c_6-9,169,Total assets,2011,
B,Mining,c_6-9,36,Fixed tangible assets,2011,
B,Mining,d_10-19,36,Activity unit,2011,
B,Mining,d_10-19,489,Rolling mean employees,2011,
B,Mining,d_10-19,31,Salaries and wages paid,2011,
B,Mining,d_10-19, government funding,"Sales,2011,
B,Mining,d_10-19,265,Total income,2011,
B,Mining,d_10-19,239,Total expenditure,2011,
B,Mining,d_10-19,45,Operating profit before tax,2011,
B,Mining,d_10-19,375,Total assets,2011,
B,Mining,d_10-19,162,Fixed tangible assets,2011,
B,Mining,e_20-49,21,Activity unit,2011,
B,Mining,e_20-49,714,Rolling mean employees,2011,
B,Mining,e_20-49,59,Salaries and wages paid,2011,
B,Mining,e_20-49, government funding,"Sales,2011,
B,Mining,e_20-49,872,Total income,2011,
B,Mining,e_20-49,490,Total expenditure,2011,
B,Mining,e_20-49,C,Operating profit before tax,2011,
B,Mining,e_20-49,C,Total assets,2011,
B,Mining,e_20-49,C,Fixed tangible assets,2011,
B,Mining,f_50-99,12,Activity unit,2011,
B,Mining,f_50-99,663,Rolling mean employees,2011,
B,Mining,f_50-99,60,Salaries and wages paid,2011,
B,Mining,f_50-99, government funding,"Sales,2011,
B,Mining,f_50-99,1346,Total income,2011,
B,Mining,f_50-99,811,Total expenditure,2011,
B,Mining,f_50-99,C,Operating profit before tax,2011,
B,Mining,f_50-99,2644,Total assets,2011,
B,Mining,f_50-99,C,Fixed tangible assets,2011,
B,Mining,g_100-199,6,Activity unit,2011,
B,Mining,g_100-199,651,Rolling mean employees,2011,
B,Mining,g_100-199,48,Salaries and wages paid,2011,
B,Mining,g_100-199, government funding,"Sales,2011,
B,Mining,g_100-199,272,Total income,2011,
B,Mining,g_100-199,376,Total expenditure,2011,
B,Mining,g_100-199,C,Operating profit before tax,2011,
B,Mining,g_100-199,C,Total assets,2011,
B,Mining,g_100-199,C,Fixed tangible assets,2011,
B,Mining,h_200+,9,Activity unit,2011,
B,Mining,h_200+,2850,Rolling mean employees,2011,
B,Mining,h_200+,261,Salaries and wages paid,2011,
B,Mining,h_200+, government funding,"Sales,2011,
B,Mining,h_200+,1933,Total income,2011,
B,Mining,h_200+,1673,Total expenditure,2011,
B,Mining,h_200+,286,Operating profit before tax,2011,
B,Mining,h_200+,2099,Total assets,2011,
B,Mining,h_200+,1050,Fixed tangible assets,2011,
B,Mining,i_Industry_Total,606,Activity unit,2011,
B,Mining,i_Industry_Total,5907,Rolling mean employees,2011,
B,Mining,i_Industry_Total,621,Salaries and wages paid,2011,
B,Mining,i_Industry_Total, government funding,"Sales,2011,
B,Mining,i_Industry_Total,7486,Total income,2011,
B,Mining,i_Industry_Total,5742,Total expenditure,2011,
B,Mining,i_Industry_Total,1895,Operating profit before tax,2011,
B,Mining,i_Industry_Total,26953,Total assets,2011,
B,Mining,i_Industry_Total,8859,Fixed tangible assets,2011,
C,Manufacturing,a_0,8382,Activity unit,2011,
C,Manufacturing,a_0,0,Rolling mean employees,2011,
C,Manufacturing,a_0,154,Salaries and wages paid,2011,
C,Manufacturing,a_0, government funding,"Sales,2011,
C,Manufacturing,a_0,2004,Total income,2011,
C,Manufacturing,a_0,1796,Total expenditure,2011,
C,Manufacturing,a_0,204,Operating profit before tax,2011,
C,Manufacturing,a_0,2173,Total assets,2011,
C,Manufacturing,a_0,645,Fixed tangible assets,2011,
C,Manufacturing,b_1-5,6942,Activity unit,2011,
C,Manufacturing,b_1-5,15327,Rolling mean employees,2011,
C,Manufacturing,b_1-5,627,Salaries and wages paid,2011,
C,Manufacturing,b_1-5, government funding,"Sales,2011,
C,Manufacturing,b_1-5,3683,Total income,2011,
C,Manufacturing,b_1-5,3458,Total expenditure,2011,
C,Manufacturing,b_1-5,241,Operating profit before tax,2011,
C,Manufacturing,b_1-5,2675,Total assets,2011,
C,Manufacturing,b_1-5,612,Fixed tangible assets,2011,
C,Manufacturing,c_6-9,1872,Activity unit,2011,
C,Manufacturing,c_6-9,13680,Rolling mean employees,2011,
C,Manufacturing,c_6-9,561,Salaries and wages paid,2011,
C,Manufacturing,c_6-9, government funding,"Sales,2011,
C,Manufacturing,c_6-9,2184,Total income,2011,
C,Manufacturing,c_6-9,2073,Total expenditure,2011,
C,Manufacturing,c_6-9,128,Operating profit before tax,2011,
C,Manufacturing,c_6-9,1392,Total assets,2011,
C,Manufacturing,c_6-9,375,Fixed tangible assets,2011,
C,Manufacturing,d_10-19,1884,Activity unit,2011,
C,Manufacturing,d_10-19,25053,Rolling mean employees,2011,
C,Manufacturing,d_10-19,1118,Salaries and wages paid,2011,
C,Manufacturing,d_10-19, government funding,"Sales,2011,
C,Manufacturing,d_10-19,4435,Total income,2011,
C,Manufacturing,d_10-19,4356,Total expenditure,2011,
C,Manufacturing,d_10-19,98,Operating profit before tax,2011,
C,Manufacturing,d_10-19,2875,Total assets,2011,
C,Manufacturing,d_10-19,684,Fixed tangible assets,2011,
C,Manufacturing,e_20-49,1149,Activity unit,2011,
C,Manufacturing,e_20-49,34092,Rolling mean employees,2011,
C,Manufacturing,e_20-49,1658,Salaries and wages paid,2011,
C,Manufacturing,e_20-49, government funding,"Sales,2011,
C,Manufacturing,e_20-49,8050,Total income,2011,
C,Manufacturing,e_20-49,7631,Total expenditure,2011,
C,Manufacturing,e_20-49,508,Operating profit before tax,2011,
C,Manufacturing,e_20-49,5947,Total assets,2011,
C,Manufacturing,e_20-49,1922,Fixed tangible assets,2011,
C,Manufacturing,f_50-99,372,Activity unit,2011,
C,Manufacturing,f_50-99,25515,Rolling mean employees,2011,
C,Manufacturing,f_50-99,1335,Salaries and wages paid,2011,
C,Manufacturing,f_50-99, government funding,"Sales,2011,
C,Manufacturing,f_50-99,10746,Total income,2011,
C,Manufacturing,f_50-99,10291,Total expenditure,2011,
C,Manufacturing,f_50-99,510,Operating profit before tax,2011,
C,Manufacturing,f_50-99,6520,Total assets,2011,
C,Manufacturing,f_50-99,2190,Fixed tangible assets,2011,
C,Manufacturing,g_100-199,171,Activity unit,2011,
C,Manufacturing,g_100-199,24069,Rolling mean employees,2011,
C,Manufacturing,g_100-199,1459,Salaries and wages paid,2011,
C,Manufacturing,g_100-199, government funding,"Sales,2011,
C,Manufacturing,g_100-199,11192,Total income,2011,
C,Manufacturing,g_100-199,10660,Total expenditure,2011,
C,Manufacturing,g_100-199,679,Operating profit before tax,2011,
C,Manufacturing,g_100-199,9202,Total assets,2011,
C,Manufacturing,g_100-199,2312,Fixed tangible assets,2011,
C,Manufacturing,h_200+,141,Activity unit,2011,
C,Manufacturing,h_200+,83955,Rolling mean employees,2011,
C,Manufacturing,h_200+,5284,Salaries and wages paid,2011,
C,Manufacturing,h_200+, government funding,"Sales,2011,
C,Manufacturing,h_200+,53879,Total income,2011,
C,Manufacturing,h_200+,53118,Total expenditure,2011,
C,Manufacturing,h_200+,1508,Operating profit before tax,2011,
C,Manufacturing,h_200+,40714,Total assets,2011,
C,Manufacturing,h_200+,13877,Fixed tangible assets,2011,
C,Manufacturing,i_Industry_Total,20916,Activity unit,2011,
C,Manufacturing,i_Industry_Total,221694,Rolling mean employees,2011,
C,Manufacturing,i_Industry_Total,12196,Salaries and wages paid,2011,
C,Manufacturing,i_Industry_Total, government funding,"Sales,2011,
C,Manufacturing,i_Industry_Total,96174,Total income,2011,
C,Manufacturing,i_Industry_Total,93383,Total expenditure,2011,
C,Manufacturing,i_Industry_Total,3875,Operating profit before tax,2011,
C,Manufacturing,i_Industry_Total,71498,Total assets,2011,
C,Manufacturing,i_Industry_Total,22617,Fixed tangible assets,2011,
D,"Electricity, Gas,a_0, Water and Waste Services",2011,
D,"Electricity, Gas,a_0, Water and Waste Services",2011,
D,"Electricity, Gas,a_0, Water and Waste Services",2011,
D,"Electricity, Gas,a_0, Water and Waste Services",2011,
D,"Electricity, Gas,a_0, Water and Waste Services",2011,
D,"Electricity, Gas,a_0, Water and Waste Services",2011,
D,"Electricity, Gas,a_0, Water and Waste Services",2011,
D,"Electricity, Gas,a_0, Water and Waste Services",2011,
D,"Electricity, Gas,a_0, Water and Waste Services",2011,
D,"Electricity, Gas,b_1-5, Water and Waste Services",2011,
D,"Electricity, Gas,b_1-5, Water and Waste Services",2011,
D,"Electricity, Gas,b_1-5, Water and Waste Services",2011,
D,"Electricity, Gas,b_1-5, Water and Waste Services",2011,
D,"Electricity, Gas,b_1-5, Water and Waste Services",2011,
D,"Electricity, Gas,b_1-5, Water and Waste Services",2011,
D,"Electricity, Gas,b_1-5, Water and Waste Services",2011,
D,"Electricity, Gas,b_1-5, Water and Waste Services",2011,
D,"Electricity, Gas,b_1-5, Water and Waste Services",2011,
D,"Electricity, Gas,c_6-9, Water and Waste Services",2011,
D,"Electricity, Gas,c_6-9, Water and Waste Services",2011,
D,"Electricity, Gas,c_6-9, Water and Waste Services",2011,
D,"Electricity, Gas,c_6-9, Water and Waste Services",2011,
D,"Electricity, Gas,c_6-9, Water and Waste Services",2011,
D,"Electricity, Gas,c_6-9, Water and Waste Services",2011,
D,"Electricity, Gas,c_6-9, Water and Waste Services",2011,
D,"Electricity, Gas,c_6-9, Water and Waste Services",2011,
D,"Electricity, Gas,c_6-9, Water and Waste Services",2011,
D,"Electricity, Gas,d_10-19, Water and Waste Services",2011,
D,"Electricity, Gas,d_10-19, Water and Waste Services",2011,
D,"Electricity, Gas,d_10-19, Water and Waste Services",2011,
D,"Electricity, Gas,d_10-19, Water and Waste Services",2011,
D,"Electricity, Gas,d_10-19, Water and Waste Services",2011,
D,"Electricity, Gas,d_10-19, Water and Waste Services",2011,
D,"Electricity, Gas,d_10-19, Water and Waste Services",2011,
D,"Electricity, Gas,d_10-19, Water and Waste Services",2011,
D,"Electricity, Gas,d_10-19, Water and Waste Services",2011,
D,"Electricity, Gas,e_20-49, Water and Waste Services",2011,
D,"Electricity, Gas,e_20-49, Water and Waste Services",2011,
D,"Electricity, Gas,e_20-49, Water and Waste Services",2011,
D,"Electricity, Gas,e_20-49, Water and Waste Services",2011,
D,"Electricity, Gas,e_20-49, Water and Waste Services",2011,
D,"Electricity, Gas,e_20-49, Water and Waste Services",2011,
D,"Electricity, Gas,e_20-49, Water and Waste Services",2011,
D,"Electricity, Gas,e_20-49, Water and Waste Services",2011,
D,"Electricity, Gas,e_20-49, Water and Waste Services",2011,
D,"Electricity, Gas,f_50-99, Water and Waste Services",2011,
D,"Electricity, Gas,f_50-99, Water and Waste Services",2011,
D,"Electricity, Gas,f_50-99, Water and Waste Services",2011,
D,"Electricity, Gas,f_50-99, Water and Waste Services",2011,
D,"Electricity, Gas,f_50-99, Water and Waste Services",2011,
D,"Electricity, Gas,f_50-99, Water and Waste Services",2011,
D,"Electricity, Gas,f_50-99, Water and Waste Services",2011,
D,"Electricity, Gas,f_50-99, Water and Waste Services",2011,
D,"Electricity, Gas,f_50-99, Water and Waste Services",2011,
D,"Electricity, Gas,g_100-199, Water and Waste Services",2011,
D,"Electricity, Gas,g_100-199, Water and Waste Services",2011,
D,"Electricity, Gas,g_100-199, Water and Waste Services",2011,
D,"Electricity, Gas,g_100-199, Water and Waste Services",2011,
D,"Electricity, Gas,g_100-199, Water and Waste Services",2011,
D,"Electricity, Gas,g_100-199, Water and Waste Services",2011,
D,"Electricity, Gas,g_100-199, Water and Waste Services",2011,
D,"Electricity, Gas,g_100-199, Water and Waste Services",2011,
D,"Electricity, Gas,g_100-199, Water and Waste Services",2011,
D,"Electricity, Gas,h_200+, Water and Waste Services",2011,
D,"Electricity, Gas,h_200+, Water and Waste Services",2011,
D,"Electricity, Gas,h_200+, Water and Waste Services",2011,
D,"Electricity, Gas,h_200+, Water and Waste Services",2011,
D,"Electricity, Gas,h_200+, Water and Waste Services",2011,
D,"Electricity, Gas,h_200+, Water and Waste Services",2011,
D,"Electricity, Gas,h_200+, Water and Waste Services",2011,
D,"Electricity, Gas,h_200+, Water and Waste Services",2011,
D,"Electricity, Gas,h_200+, Water and Waste Services",2011,
D,"Electricity, Gas,i_Industry_Total, Water and Waste Services",2011,
D,"Electricity, Gas,i_Industry_Total, Water and Waste Services",2011,
D,"Electricity, Gas,i_Industry_Total, Water and Waste Services",2011,
D,"Electricity, Gas,i_Industry_Total, Water and Waste Services",2011,
D,"Electricity, Gas,i_Industry_Total, Water and Waste Services",2011,
D,"Electricity, Gas,i_Industry_Total, Water and Waste Services",2011,
D,"Electricity, Gas,i_Industry_Total, Water and Waste Services",2011,
D,"Electricity, Gas,i_Industry_Total, Water and Waste Services",2011,
D,"Electricity, Gas,i_Industry_Total, Water and Waste Services",2011,
E,Construction,a_0,29274,Activity unit,2011,
E,Construction,a_0,0,Rolling mean employees,2011,
E,Construction,a_0,679,Salaries and wages paid,2011,
E,Construction,a_0, government funding,"Sales,2011,
E,Construction,a_0,5281,Total income,2011,
E,Construction,a_0,4760,Total expenditure,2011,
E,Construction,a_0,425,Operating profit before tax,2011,
E,Construction,a_0,6117,Total assets,2011,
E,Construction,a_0,1787,Fixed tangible assets,2011,
E,Construction,b_1-5,16485,Activity unit,2011,
E,Construction,b_1-5,29550,Rolling mean employees,2011,
E,Construction,b_1-5,1430,Salaries and wages paid,2011,
E,Construction,b_1-5, government funding,"Sales,2011,
E,Construction,b_1-5,6442,Total income,2011,
E,Construction,b_1-5,5957,Total expenditure,2011,
E,Construction,b_1-5,459,Operating profit before tax,2011,
E,Construction,b_1-5,3426,Total assets,2011,
E,Construction,b_1-5,1015,Fixed tangible assets,2011,
E,Construction,c_6-9,2196,Activity unit,2011,
E,Construction,c_6-9,15774,Rolling mean employees,2011,
E,Construction,c_6-9,801,Salaries and wages paid,2011,
E,Construction,c_6-9, government funding,"Sales,2011,
E,Construction,c_6-9,2948,Total income,2011,
E,Construction,c_6-9,2855,Total expenditure,2011,
E,Construction,c_6-9,119,Operating profit before tax,2011,
E,Construction,c_6-9,1395,Total assets,2011,
E,Construction,c_6-9,360,Fixed tangible assets,2011,
E,Construction,d_10-19,1245,Activity unit,2011,
E,Construction,d_10-19,16173,Rolling mean employees,2011,
E,Construction,d_10-19,832,Salaries and wages paid,2011,
E,Construction,d_10-19, government funding,"Sales,2011,
E,Construction,d_10-19,3329,Total income,2011,
E,Construction,d_10-19,3219,Total expenditure,2011,
E,Construction,d_10-19,140,Operating profit before tax,2011,
E,Construction,d_10-19,1601,Total assets,2011,
E,Construction,d_10-19,293,Fixed tangible assets,2011,
E,Construction,e_20-49,522,Activity unit,2011,
E,Construction,e_20-49,15843,Rolling mean employees,2011,
E,Construction,e_20-49,806,Salaries and wages paid,2011,
E,Construction,e_20-49, government funding,"Sales,2011,
E,Construction,e_20-49,3550,Total income,2011,
E,Construction,e_20-49,3473,Total expenditure,2011,
E,Construction,e_20-49,137,Operating profit before tax,2011,
E,Construction,e_20-49,1658,Total assets,2011,
E,Construction,e_20-49,445,Fixed tangible assets,2011,
E,Construction,f_50-99,132,Activity unit,2011,
E,Construction,f_50-99,8811,Rolling mean employees,2011,
E,Construction,f_50-99,510,Salaries and wages paid,2011,
E,Construction,f_50-99, government funding,"Sales,2011,
E,Construction,f_50-99,2498,Total income,2011,
E,Construction,f_50-99,2429,Total expenditure,2011,
E,Construction,f_50-99,115,Operating profit before tax,2011,
E,Construction,f_50-99,1381,Total assets,2011,
E,Construction,f_50-99,293,Fixed tangible assets,2011,
E,Construction,g_100-199,45,Activity unit,2011,
E,Construction,g_100-199,5658,Rolling mean employees,2011,
E,Construction,g_100-199,367,Salaries and wages paid,2011,
E,Construction,g_100-199, government funding,"Sales,2011,
E,Construction,g_100-199,1872,Total income,2011,
E,Construction,g_100-199,1750,Total expenditure,2011,
E,Construction,g_100-199,125,Operating profit before tax,2011,
E,Construction,g_100-199,1268,Total assets,2011,
E,Construction,g_100-199,462,Fixed tangible assets,2011,
E,Construction,h_200+,39,Activity unit,2011,
E,Construction,h_200+,22215,Rolling mean employees,2011,
E,Construction,h_200+,1522,Salaries and wages paid,2011,
E,Construction,h_200+, government funding,"Sales,2011,
E,Construction,h_200+,6579,Total income,2011,
E,Construction,h_200+,6294,Total expenditure,2011,
E,Construction,h_200+,330,Operating profit before tax,2011,
E,Construction,h_200+,3755,Total assets,2011,
E,Construction,h_200+,624,Fixed tangible assets,2011,
E,Construction,i_Industry_Total,49938,Activity unit,2011,
E,Construction,i_Industry_Total,114027,Rolling mean employees,2011,
E,Construction,i_Industry_Total,6947,Salaries and wages paid,2011,
E,Construction,i_Industry_Total, government funding,"Sales,2011,
E,Construction,i_Industry_Total,32500,Total income,2011,
E,Construction,i_Industry_Total,30737,Total expenditure,2011,
E,Construction,i_Industry_Total,1849,Operating profit before tax,2011,
E,Construction,i_Industry_Total,20602,Total assets,2011,
E,Construction,i_Industry_Total,5278,Fixed tangible assets,2011,
F,Wholesale Trade,a_0,7896,Activity unit,2011,
F,Wholesale Trade,a_0,0,Rolling mean employees,2011,
F,Wholesale Trade,a_0,247,Salaries and wages paid,2011,
F,Wholesale Trade,a_0, government funding,"Sales,2011,
F,Wholesale Trade,a_0,6809,Total income,2011,
F,Wholesale Trade,a_0,6564,Total expenditure,2011,
F,Wholesale Trade,a_0,184,Operating profit before tax,2011,
F,Wholesale Trade,a_0,3348,Total assets,2011,
F,Wholesale Trade,a_0,609,Fixed tangible assets,2011,
F,Wholesale Trade,b_1-5,6009,Activity unit,2011,
F,Wholesale Trade,b_1-5,13263,Rolling mean employees,2011,
F,Wholesale Trade,b_1-5,725,Salaries and wages paid,2011,
F,Wholesale Trade,b_1-5, government funding,"Sales,2011,
F,Wholesale Trade,b_1-5,8617,Total income,2011,
F,Wholesale Trade,b_1-5,8219,Total expenditure,2011,
F,Wholesale Trade,b_1-5,479,Operating profit before tax,2011,
F,Wholesale Trade,b_1-5,4192,Total assets,2011,
F,Wholesale Trade,b_1-5,513,Fixed tangible assets,2011,
F,Wholesale Trade,c_6-9,1107,Activity unit,2011,
F,Wholesale Trade,c_6-9,7977,Rolling mean employees,2011,
F,Wholesale Trade,c_6-9,399,Salaries and wages paid,2011,
F,Wholesale Trade,c_6-9, government funding,"Sales,2011,
F,Wholesale Trade,c_6-9,4195,Total income,2011,
F,Wholesale Trade,c_6-9,4000,Total expenditure,2011,
F,Wholesale Trade,c_6-9,259,Operating profit before tax,2011,
F,Wholesale Trade,c_6-9,1983,Total assets,2011,
F,Wholesale Trade,c_6-9,226,Fixed tangible assets,2011,
F,Wholesale Trade,d_10-19,978,Activity unit,2011,
F,Wholesale Trade,d_10-19,13197,Rolling mean employees,2011,
F,Wholesale Trade,d_10-19,702,Salaries and wages paid,2011,
F,Wholesale Trade,d_10-19, government funding,"Sales,2011,
F,Wholesale Trade,d_10-19,8044,Total income,2011,
F,Wholesale Trade,d_10-19,7951,Total expenditure,2011,
F,Wholesale Trade,d_10-19,391,Operating profit before tax,2011,
F,Wholesale Trade,d_10-19,3524,Total assets,2011,
F,Wholesale Trade,d_10-19,286,Fixed tangible assets,2011,
F,Wholesale Trade,e_20-49,561,Activity unit,2011,
F,Wholesale Trade,e_20-49,16770,Rolling mean employees,2011,
F,Wholesale Trade,e_20-49,986,Salaries and wages paid,2011,
F,Wholesale Trade,e_20-49, government funding,"Sales,2011,
F,Wholesale Trade,e_20-49,10539,Total income,2011,
F,Wholesale Trade,e_20-49,10140,Total expenditure,2011,
F,Wholesale Trade,e_20-49,536,Operating profit before tax,2011,
F,Wholesale Trade,e_20-49,5584,Total assets,2011,
F,Wholesale Trade,e_20-49,551,Fixed tangible assets,2011,
F,Wholesale Trade,f_50-99,195,Activity unit,2011,
F,Wholesale Trade,f_50-99,12966,Rolling mean employees,2011,
F,Wholesale Trade,f_50-99,769,Salaries and wages paid,2011,
F,Wholesale Trade,f_50-99, government funding,"Sales,2011,
F,Wholesale Trade,f_50-99,8759,Total income,2011,
F,Wholesale Trade,f_50-99,8540,Total expenditure,2011,
F,Wholesale Trade,f_50-99,398,Operating profit before tax,2011,
F,Wholesale Trade,f_50-99,4980,Total assets,2011,
F,Wholesale Trade,f_50-99,428,Fixed tangible assets,2011,
F,Wholesale Trade,g_100-199,60,Activity unit,2011,
F,Wholesale Trade,g_100-199,8424,Rolling mean employees,2011,
F,Wholesale Trade,g_100-199,532,Salaries and wages paid,2011,
F,Wholesale Trade,g_100-199, government funding,"Sales,2011,
F,Wholesale Trade,g_100-199,7085,Total income,2011,
F,Wholesale Trade,g_100-199,6670,Total expenditure,2011,
F,Wholesale Trade,g_100-199,509,Operating profit before tax,2011,
F,Wholesale Trade,g_100-199,3566,Total assets,2011,
F,Wholesale Trade,g_100-199,329,Fixed tangible assets,2011,
F,Wholesale Trade,h_200+,57,Activity unit,2011,
F,Wholesale Trade,h_200+,24741,Rolling mean employees,2011,
F,Wholesale Trade,h_200+,1335,Salaries and wages paid,2011,
F,Wholesale Trade,h_200+, government funding,"Sales,2011,
